6.6e-05,0.0
0.002016,3.185838
0.004046,9.112758
0.006049,15.30156
0.008054999,24.4947
0.010002,31.53095
0.012006,39.80389
0.014009,49.01387
0.016012,55.1406
0.018015,64.3307
0.020023,73.30122
0.022028,76.54595
0.024031,85.77426
0.026034,94.91698
0.028037,101.0911
0.030038,107.2714
0.032042,116.4079
0.034047,122.4124
0.03605,128.5331
0.038054,134.8555
0.040003,144.8935
0.042007,146.9682
0.044012,156.0758
0.046014,159.3746
0.048017,171.4629
0.050023,174.4377
0.052027,180.5583
0.054034,189.5502
0.056037,196.0555
0.058045,198.623
0.060049,208.1011
0.062052,217.499
0.06405601,220.5624
0.066002,227.1395
0.068006,235.7615
0.07001,238.8234
0.072013,245.0693
0.07402801,246.655
0.07603001,254.3864
0.078033,263.4495
0.08003599,266.3799
0.08203899,272.6396
0.084042,278.7663
0.08604601,287.8128
0.088026,291.4486
0.090029,297.1466
0.092031,303.4248
0.094034,306.1838
0.096037,312.4634
0.09804,315.5267
0.100044,321.493
0.102047,327.7802
0.104051,333.5739
0.106055,340.0337
0.108,344.0409
0.110003,349.2238
0.112007,355.1732
0.114011,358.235
0.116014,361.4773
0.118017,367.604
0.120021,370.4824
0.122026,379.4785
0.124029,382.9208
0.126032,389.0476
0.128035,394.9771
0.130038,395.1742
0.132041,398.2377
0.134044,404.1626
0.136048,407.2245
0.138051,416.6179
0.140055,419.6812
0.142001,425.8866
0.144005,428.6573
0.146009,428.6573
0.148012,431.9347
0.150015,441.1248
0.152019,443.9665
0.154022,447.0283
0.156027,452.9261
0.15803,459.505
0.160034,459.2757
0.162037,462.5683
0.16404,465.6317
0.166043,471.7585
0.168046,477.6467
0.170049,477.8852
0.172053,486.8322
0.174,485.8263
0.176003,487.0753
0.178008,492.71
0.180011,499.3287
0.182014,502.3921
0.184016,505.708
0.18602,508.2651
0.188025,508.0116
0.190029,514.3888
0.192032,517.7089
0.194035,523.5743
0.196038,529.9624
0.198041,526.8991
0.200043,527.1622
0.202047,532.7598
0.204051,538.6147
0.206054,545.2793
0.208001,545.7659
0.210005,545.0072
0.212008,548.069
0.214012,554.4693
0.216014,557.8112
0.218017,560.596
0.220022,566.1574
0.222027,560.0368
0.22403,566.7228
0.226033,569.7861
0.228036,575.6255
0.230039,582.0396
0.232041,576.2005
0.234044,581.7492
0.236048,581.7492
0.238052,590.9347
0.240056,591.2298
0.242002,596.2414
0.244006,590.9347
0.246008,597.6548
0.248012,600.1202
0.250015,606.5466
0.252018,609.3058
0.254023,603.1821
0.256028,609.0019
0.258031,615.7367
0.260034,618.4913
0.262036,619.1091
0.264039,618.8
0.266042,618.8
0.268045,627.6767
0.270049,630.7386
0.272053,630.7386
0.274,630.9433
0.276003,631.0534
0.278006,637.1802
0.28001,642.986
0.282013,643.307
0.284016,640.2436
0.28602,642.986
0.288025,648.7859
0.290029,652.1715
0.292032,655.5605
0.294034,649.4338
0.296037,652.4971
0.29804,658.6238
0.300043,664.7505
0.302046,661.357
0.30405,661.357
0.306054,664.4188
0.308,669.1439
0.310003,673.9406
0.312007,670.5425
0.31401,670.5425
0.316013,674.2773
0.318017,679.728
0.320021,679.728
0.322026,679.389
0.324028,680.4071
0.326031,686.1941
0.328034,688.9135
0.330037,685.8517
0.33204,686.5368
0.334043,688.9135
0.336047,695.3842
0.338053,697.403
0.340055,692.6667
0.342001,697.1923
0.344005,701.1609
0.346009,704.2228
0.348012,701.5109
0.350015,701.5109
0.352019,704.2228
0.354024,709.9921
0.356027,710.7011
0.35803,707.6377
0.360033,710.7011
0.362036,713.4082
0.364039,716.8277
0.366042,716.8277
0.368046,713.4082
0.370049,719.1731
0.372053,723.3156
0.374056,726.0179
0.376003,718.9057
0.378007,722.5938
0.38001,729.0813
0.382013,729.0813
0.384017,725.6556
0.38602,729.0813
0.388025,731.4143
0.390029,734.8411
0.392032,735.2079
0.394035,731.7793
0.396038,735.2079
0.398041,741.3347
0.400044,740.9647
0.402047,738.6401
0.404051,737.5349
0.406054,744.77
0.408001,747.2836
0.410004,744.0266
0.412008,741.3347
0.414011,753.2121
0.416015,750.5248
0.418017,744.77
0.420021,750.1503
0.422027,752.4611
0.42403,759.7149
0.426033,750.5248
0.428036,753.2121
0.430039,756.6515
0.432042,759.7149
0.434044,760.0944
0.436048,753.2121
0.438052,762.3977
0.440055,765.8417
0.442002,763.0491
0.444006,759.3359
0.446009,765.4594
0.448011,769.2891
0.450015,768.905
0.452018,762.7783
0.454023,768.138
0.456028,771.1983
0.458031,775.0317
0.460034,765.4594
0.462037,771.9684
0.464038,775.4189
0.466042,778.0951
0.468045,771.9684
0.470049,774.2587
0.472053,777.7068
0.474,782.3696
0.476003,775.0317
0.478007,777.7068
0.48001,784.2218
0.482013,784.2218
0.484016,778.0951
0.48602,780.7687
0.488025,789.5602
0.490029,786.8923
0.492032,781.1585
0.494035,783.8305
0.496037,790.7434
0.49804,790.3485
0.500043,784.2218
0.502046,786.8923
0.50405,796.0779
0.506054,793.016
0.508001,788.6791
0.510003,790.7434
0.512007,796.0779
0.514011,799.1397
0.5160131,790.3485
0.518017,793.412
0.520021,799.1397
0.522027,801.4017
0.52403,793.412
0.526032,796.8731
0.528035,802.2016
0.530038,802.602
0.532041,796.4753
0.534044,799.5387
0.536048,805.2633
0.538052,804.8618
0.540055,799.938
0.542,801.71
0.544004,808.3252
0.546008,808.3252
0.548011,802.602
0.550014,805.6654
0.552017,811.3871
0.554023,807.922
0.556027,804.8618
0.558029,809.5371
0.560032,814.4489
0.562036,808.3252
0.564038,805.6654
0.566041,814.8555
0.568045,817.9189
0.570049,807.922
0.572053,811.3871
0.574055,815.6699
0.576002,819.8048
0.578006,811.3871
0.580009,811.7922
0.582012,820.9823
0.584015,817.9189
0.586019,814.4489
0.588023,814.4489
0.590027,823.6343
0.592031,820.5726
0.594034,817.5107
0.596037,817.9189
0.598039,824.0456
0.600043,820.9823
0.602047,817.5107
0.604049,824.0456
0.606053,823.6343
0.608,823.3809
0.610003,820.5726
0.612007,826.6962
0.614011,827.109
0.616014,824.0456
0.618017,820.9823
0.620021,829.7581
0.622026,829.3442
0.624029,820.9823
0.626032,827.109
0.628035,829.7581
0.630038,833.2357
0.632041,824.0456
0.634045,826.6962
0.636047,833.6519
0.63805,829.3442
0.640054,827.109
0.642001,832.8451
0.644005,835.8817
0.646008,829.7581
0.648012,827.109
0.650014,836.7168
0.652017,836.2991
0.654021,829.3442
0.656027,832.4045
0.65803,836.2991
0.660033,839.3624
0.662036,829.7581
0.664039,833.2357
0.666027,839.9451
0.668036,836.4394
0.670039,833.2357
0.672042,836.2991
0.674046,842.0054
0.676049,835.8817
0.678053,832.8198
0.680057,842.4257
0.682002,842.7424
0.684006,835.8817
0.686009,835.8817
0.688013,842.4257
0.690016,845.4892
0.69202,835.8817
0.694024,838.9436
0.696027,845.4892
0.69803,845.0672
0.700033,836.7168
0.702036,842.0054
0.704039,845.4892
0.706043,842.0054
0.708046,839.3624
0.710049,845.0672
0.712053,848.5525
0.714,841.8764
0.716003,842.4257
0.718007,848.1292
0.72001,848.5525
0.722013,838.9436
0.724017,845.4892
0.726021,851.1909
0.728025,845.0672
0.730029,842.0054
0.732032,848.5525
0.734035,851.1909
0.736038,845.4892
0.738041,845.4892
0.740044,851.1909
0.742048,851.1909
0.744051,845.4892
0.746055,848.5525
0.748001,851.3357
0.750005,854.6792
0.752009,842.0054
0.754012,851.6159
0.756015,854.6792
0.758017,848.9764
0.760022,847.7061
0.762028,853.4011
0.76403,854.6792
0.766033,848.9764
0.768036,848.1292
0.770039,857.3146
0.772042,854.6792
0.774045,848.9764
0.776048,850.7665
0.778053,857.3146
0.78,854.9281
0.782003,848.5525
0.784007,854.2528
0.78601,860.3764
0.788013,848.9764
0.790015,851.6159
0.792019,860.806
0.794024,856.887
0.796028,851.1909
0.7980309,854.6792
0.800034,860.3764
0.802037,854.6792
0.8040401,851.6159
0.806042,858.1711
0.808046,860.3764
0.810049,850.7665
0.812053,857.7426
0.814,861.2375
0.816003,860.806
0.818008,850.7665
0.82001,858.1711
0.822013,860.806
0.824016,857.7426
0.8260201,857.3146
0.828025,859.9473
0.830029,863.4383
0.832032,854.6792
0.834035,857.3146
0.836037,861.2359
0.83804,863.8694
0.840043,854.6792
0.8420469,860.3764
0.84405,863.0076
0.846054,861.2359
0.848001,857.6418
0.850006,863.0076
0.852009,863.8694
0.854012,857.7426
0.856015,860.806
0.858019,863.4383
0.860024,866.0681
0.862028,857.3146
0.864031,863.8694
0.8660339,866.0681
0.868036,858.6
0.870039,860.806
0.872042,866.9328
0.874046,866.5001
0.8760489,857.3146
0.878053,860.3764
0.88,870.7017
0.882002,864.3009
0.884006,860.3764
0.88601,863.4383
0.888013,869.9962
0.890016,860.806
0.89202,863.4383
0.894025,869.1282
0.896029,866.5001
0.898031,861.2359
0.900034,863.4383
0.902037,869.9962
0.90404,863.8694
0.906043,863.4383
0.908047,866.9328
0.91005,872.1886
0.912054,860.806
0.9139999,864.8369
0.916003,869.9962
0.918007,869.562
0.92001,863.4383
0.922014,863.8694
0.924017,873.0595
0.926021,866.5001
0.928027,862.5774
0.930029,870.4307
0.932032,873.0595
0.934035,860.3764
0.936038,866.9328
0.9380409,872.6237
0.940045,869.9962
0.942048,863.4383
0.944053,869.562
0.946055,873.4955
0.948001,867.1012
0.950005,866.9328
0.952009,869.562
0.954012,876.1228
0.956015,860.806
0.958018,869.562
0.960023,872.6237
0.962028,869.1282
0.9640301,866.9328
0.966033,873.4955
0.968036,872.6237
0.970039,866.5001
0.972042,866.9328
0.9740459,876.1228
0.976048,873.0595
0.978053,863.4383
0.980056,873.0595
0.9820021,873.4074
0.984007,869.562
0.98601,869.9962
0.9880131,873.0595
0.990016,876.1228
0.992019,866.9328
0.994024,869.1282
0.996028,875.6857
0.998031,873.0595
1.000034,866.5001
1.002037,872.6237
1.00404,879.6253
1.006043,866.5001
1.008046,870.4307
1.01005,875.2489
1.012053,876.1228
1.014,867.5469
1.016003,872.6237
1.018008,875.6857
1.020011,873.0595
1.022013,870.4307
1.024016,876.1228
1.02602,875.6857
1.028025,869.1282
1.030029,872.6237
1.032032,876.1228
1.034035,872.6237
1.036038,869.9962
1.03804,876.5605
1.040043,879.1862
1.042047,869.562
1.04405,872.1886
1.046054,876.5605
1.048001,876.5605
1.050004,869.9962
1.052008,875.6857
1.05401,879.6253
1.056013,869.562
1.058017,873.0595
1.060021,878.7475
1.062026,877.8713
1.06403,869.9962
1.066033,873.0595
1.068036,878.7475
1.070038,876.5605
1.072041,869.9962
1.074044,878.7475
1.076048,878.7475
1.078052,869.562
1.080055,876.1228
1.082002,880.1659
1.084005,876.1228
1.086009,872.6237
1.088012,876.1228
1.090015,879.1862
1.092018,872.6237
1.094023,875.6857
1.096028,878.3092
1.098031,879.1862
1.100033,870.4307
1.102036,875.6857
1.104039,882.2496
1.106042,876.1228
1.108046,872.6237
1.110049,878.7475
1.112053,878.7475
1.114,873.8564
1.116002,876.5605
1.118006,881.8093
1.12001,875.6857
1.122013,873.0595
1.124016,879.1862
1.12602,881.8093
1.128025,872.1886
1.130029,875.6857
1.132031,882.6902
1.13404,879.177
1.136044,872.6237
1.138047,875.6857
1.140052,884.8712
1.142055,876.1228
1.144002,873.4074
1.146004,882.2496
1.148008,879.1862
1.150011,872.6237
1.152015,879.1862
1.154018,882.2496
1.156023,878.3092
1.158028,875.2489
1.160031,879.1862
1.162033,882.6902
1.164036,872.6237
1.166038,876.1228
1.168042,885.3129
1.170045,879.1862
1.172049,872.1886
1.174053,881.8093
1.176,883.3205
1.178002,876.5605
1.180006,875.6857
1.182009,881.8093
1.184013,882.2496
1.186016,876.1228
1.18802,878.7475
1.190024,881.8093
1.192028,878.7475
1.194031,876.1228
1.196033,882.2496
1.198036,882.2496
1.200039,876.1228
1.202043,875.6857
1.204046,885.3129
1.206049,878.7475
1.208053,878.7475
1.210056,882.6902
1.212002,883.3205
1.214006,875.6857
1.21601,878.7475
1.218013,882.2496
1.220016,882.2496
1.22202,875.6857
1.224024,881.8093
1.226028,884.8712
1.228031,876.1228
1.230034,878.7475
1.232037,882.2496
1.23404,884.8712
1.236044,876.1228
1.238047,878.7475
1.24005,885.3129
1.242054,879.1862
1.244,879.7135
1.246004,882.2496
1.248008,884.8712
1.250011,875.6857
1.252014,879.6253
1.254017,884.8712
1.256021,882.2496
1.258027,877.8713
1.26003,882.2496
1.262033,885.3129
1.264036,878.7475
1.266039,876.1228
1.268042,888.3763
1.270045,882.2496
1.272047,876.1228
1.274052,881.8093
1.276055,888.3763
1.278001,877.0111
1.280005,878.7475
1.282009,884.8712
1.284012,885.3129
1.286014,876.5605
1.288017,881.8093
1.290023,887.4902
1.292027,878.3092
1.29403,879.6253
1.296033,884.8712
1.298036,884.8712
1.300039,876.5605
1.302041,882.6902
1.304045,884.8712
1.306048,881.8093
1.308053,878.7475
1.310056,885.3129
1.312003,886.0198
1.314007,878.7475
1.31601,882.2496
1.318012,885.7551
1.320015,882.2496
1.322019,878.7475
1.324024,884.4298
1.326028,887.933
1.328031,879.1862
1.330034,878.3092
1.332037,888.82
1.334039,882.6902
1.336042,878.7475
1.338046,882.2496
1.34005,887.4902
1.342054,879.1862
1.344,883.3205
1.346004,884.8712
1.348007,888.3763
1.35001,876.1228
1.352013,882.2496
1.354017,887.933
1.356021,881.8093
1.358027,880.9301
1.36003,885.3129
1.362034,887.0477
1.364036,876.9986
1.366039,882.2496
1.368042,891.4397
1.370046,881.8093
1.372049,878.7475
1.374053,884.8712
1.376,889.63
1.378003,878.7475
1.380006,882.6902
1.38201,887.933
1.384013,882.2496
1.386016,879.1862
1.38802,887.933
1.390025,887.4902
1.392029,878.7475
1.394032,882.2496
1.396034,888.3763
1.398037,885.3129
1.40004,879.1862
1.402043,884.8712
1.404047,888.3763
1.40605,878.3092
1.408054,882.2496
1.41,890.0877
1.412003,888.3763
1.414007,878.7475
1.41601,881.8093
1.418014,888.3763
1.420017,882.2496
1.422021,881.8093
1.424027,887.0477
1.426029,888.82
1.428032,879.1862
1.430035,884.8712
1.432038,888.3763
1.434041,882.2496
1.436044,881.8093
1.438048,887.933
1.440052,887.933
1.442055,879.6253
1.444001,883.3205
1.446004,891.4397
1.448008,881.8093
1.450012,881.8093
1.452014,888.82
1.454018,887.933
1.456023,878.3092
1.458027,884.8712
1.46003,888.3763
1.462033,885.3129
1.464036,881.8093
1.466039,885.3129
1.468042,891.4397
1.470045,879.1862
1.472049,884.4298
1.474052,888.3763
1.476055,888.3763
1.478002,880.1659
1.480006,884.8712
1.48201,890.9948
1.484013,882.2496
1.486016,882.2496
1.488019,888.3763
1.490024,887.4902
1.492028,881.8093
1.494031,882.2496
1.496034,890.9948
1.498037,885.3129
